Partector2 SN 8365
Firmware: rev 275
Hardware: rev 3.2
BLE firmware: rev 9
Calibration: 6.20, calibrated on 21.2.2023
Cal params 1: -2.95, 20.53, 3.85, 0.970, 0.00000682, 1.07, 60, 100
Cal params 2: -4.94, 42.87, 13.57, 0.933, 150, 360
Cal params 3: -19.14, 81.95, 31.46, 0.792, 300, 720
Start: 5.10.2023 10:59:50
statistics: 249572 LDSAmin, 12333 min, 370878 pulses
settings 1: 2.00 Idiff, 50 P, 100 D, 0.5 duty cycle, 2.0 pulse period, 1 zeroHV, 1 pulsing
settings 2: 1820 dp setpoint, 10 P, 500 I, 0.50 flow%
settings 3: 0 integration time, 1 adaptive DV, 4 multi DV, 0 multiDV on, 20 DV switchtime, 1 antispike, 90 RH shutdown, 80 RH autoheat, 1.00 RH corr, 0 RTCcal, 0.00 offs 1T, 0.00 offs 2T, 0.00 offs 4T, 3 ADCmedian, 0 SD, 0 heater, 989.0 dPcal_p, 293.6 dPcal_T, 988.0 cal_p, 296.6 cal_T, 123 compensation, 0 OEM
settings 4: 999999 alarmlevel, 0 USBtransmit, 0 bluetooth, 15 brightness, 127 contrast, 1 low power, 1 selftest, 360000 selftest interval, 0 autopower
environment: T 12.6...35.7, RH 13.0...81.9
gain	1516.0	1553.0
startup	1454.3	1491.3
ST: Ipump 17.2mA	Display 16.4V	CE -23.6V	+ 2.50V	- -2.50V

time	number	diam	LDSA	surface	mass	A1	A2	idiff	HV	EM1	EM2	DV	T	RH	P	flow	bat	Ipump	error	PWMpump
1092.0	   8580	 29	13.46	52.72	0.86	2.171	0.649	2.01	3582	3.30	1.56	361	22.2	52	1025.4	0.500	3.98	15.64	0	53
1093.0	   8468	 28	12.78	48.37	0.76	2.061	0.588	0.00	273	-2.68	-0.87	361	22.2	52	1025.4	0.500	3.98	15.72	0	53
1094.0	   8781	 27	12.75	46.69	0.71	2.057	0.559	2.00	3579	3.49	1.12	362	22.2	52	1025.4	0.500	3.96	16.12	0	53
1095.0	   7534	 31	12.46	51.13	0.88	2.010	0.640	0.00	276	-2.62	-0.93	362	22.2	52	1025.4	0.499	3.98	16.16	0	53
1096.0	   8668	 28	13.16	50.08	0.80	2.122	0.610	1.99	3580	3.92	1.06	361	22.2	52	1025.4	0.500	3.98	15.84	0	53
1097.0	   9026	 28	13.36	49.76	0.77	2.155	0.600	0.00	276	-2.68	-0.81	362	22.2	52	1025.4	0.500	3.99	15.56	0	53
1098.0	   7164	 32	12.55	54.10	0.98	2.024	0.687	1.97	3579	3.86	1.31	361	22.2	52	1025.4	0.500	3.98	16.00	0	53
1099.0	   5945	 38	12.16	59.97	1.26	1.961	0.781	0.00	275	-2.68	-1.12	361	22.2	52	1025.4	0.500	3.98	15.76	0	53
1100.0	   7251	 33	12.75	55.15	1.01	2.057	0.701	2.00	3580	3.55	1.49	361	22.2	52	1025.4	0.500	3.98	16.00	0	53
1101.0	   8188	 30	13.35	54.06	0.92	2.153	0.674	0.00	277	-3.11	-1.06	362	22.2	52	1025.3	0.500	3.99	15.96	0	53
1102.0	   8019	 32	13.89	59.27	1.07	2.240	0.750	2.02	3582	4.42	1.37	362	22.2	52	1025.3	0.500	3.98	15.76	0	53
1103.0	   8684	 32	14.74	61.86	1.09	2.378	0.779	0.00	276	-3.42	-0.87	363	22.2	52	1025.3	0.500	3.98	15.80	0	53
1104.0	   8507	 33	15.15	66.22	1.22	2.443	0.844	1.98	3579	4.17	1.37	361	22.2	52	1025.5	0.500	3.98	15.92	0	53
1105.0	   8439	 34	15.49	69.52	1.32	2.498	0.891	0.00	275	-2.93	-1.06	362	22.2	52	1025.5	0.500	3.98	16.00	0	53
1106.0	   8213	 34	15.06	67.53	1.28	2.428	0.866	2.00	3579	3.86	1.56	362	22.2	52	1025.5	0.500	3.98	16.20	0	53
1107.0	   8231	 32	14.38	61.86	1.12	2.320	0.785	0.00	277	-3.86	-1.00	362	22.2	52	1025.4	0.500	3.98	16.08	0	53
1108.0	   9514	 31	16.13	67.58	1.19	2.602	0.851	2.00	3576	4.67	1.31	361	22.2	52	1025.4	0.500	3.98	16.12	0	53
1109.0	   9980	 33	17.89	78.67	1.46	2.885	1.004	0.00	279	-3.80	-1.18	361	22.2	52	1025.4	0.500	3.99	15.92	0	53
1110.0	  10517	 33	18.50	80.08	1.46	2.985	1.018	1.99	3582	4.67	1.81	361	22.2	52	1025.3	0.500	3.98	15.72	0	53
1111.0	  10357	 34	19.33	88.04	1.70	3.118	1.132	0.00	277	-3.98	-1.18	362	22.2	52	1025.3	0.500	3.98	15.68	0	53
1112.0	   9961	 36	19.59	93.37	1.89	3.159	1.211	2.01	3578	4.48	1.87	362	22.2	52	1025.3	0.500	3.98	15.76	0	53
1113.0	  10239	 34	18.90	85.23	1.63	3.048	1.094	0.00	275	-3.86	-1.37	361	22.2	52	1025.5	0.500	3.98	15.88	0	53
1114.0	  10494	 32	17.82	74.79	1.32	2.874	0.942	1.98	3582	4.61	1.68	360	22.2	52	1025.5	0.500	3.98	16.20	0	53
1115.0	   9838	 33	17.35	75.26	1.38	2.799	0.957	0.00	280	-3.36	-1.12	362	22.2	52	1025.5	0.500	3.98	16.04	0	53
1116.0	   9168	 35	17.58	81.96	1.62	2.835	1.059	2.00	3580	4.36	1.68	361	22.2	52	1025.4	0.499	3.98	15.88	0	53
1117.0	   8790	 36	17.26	82.20	1.66	2.784	1.066	0.00	275	-3.42	-1.25	361	22.2	52	1025.4	0.500	3.98	15.64	0	53
1118.0	   9095	 34	16.77	75.59	1.44	2.705	0.970	2.04	3578	4.98	1.81	361	22.2	52	1025.4	0.501	3.98	15.84	0	53
1119.0	   8806	 35	16.78	77.79	1.53	2.706	1.004	0.00	277	-3.67	-1.00	361	22.2	52	1025.4	0.500	3.98	16.16	0	53
1120.0	   9436	 35	17.74	81.31	1.58	2.861	1.047	1.96	3580	4.86	1.99	361	22.2	52	1025.4	0.500	3.98	16.12	0	53
1121.0	   9979	 33	17.73	77.40	1.43	2.860	0.986	0.00	279	-3.61	-1.18	362	22.2	52	1025.4	0.500	3.99	15.68	0	53
1122.0	   9628	 34	17.52	78.04	1.47	2.825	0.999	2.00	3582	4.79	1.81	362	22.2	52	1025.3	0.500	3.98	15.56	0	53
1123.0	  10179	 34	18.52	82.50	1.55	2.987	1.056	0.00	279	-3.80	-1.37	361	22.2	52	1025.3	0.499	3.99	15.68	0	53
1124.0	   9704	 36	18.79	88.35	1.76	3.030	1.143	2.00	3579	5.67	1.74	362	22.2	52	1025.3	0.500	3.98	15.92	0	53
1125.0	   9310	 38	19.40	97.22	2.08	3.128	1.269	0.00	273	-4.48	-1.49	362	22.2	52	1025.3	0.501	3.98	15.52	0	53
1126.0	  10222	 37	20.76	101.76	2.12	3.348	1.325	2.00	3580	5.54	2.05	362	22.2	52	1025.3	0.500	3.98	15.76	0	53
1127.0	  10972	 36	21.59	103.01	2.09	3.483	1.336	0.00	277	-4.73	-1.56	362	22.2	52	1025.3	0.500	3.98	15.56	0	53
1128.0	  10750	 36	21.21	101.39	2.06	3.421	1.315	2.01	3580	5.54	1.81	362	22.2	52	1025.5	0.500	3.98	16.00	0	53
1129.0	   9932	 38	20.85	105.21	2.26	3.363	1.374	0.00	279	-4.30	-1.37	362	22.2	52	1025.5	0.500	3.99	15.84	0	53
1130.0	   9783	 40	21.20	109.99	2.44	3.420	1.440	2.01	3580	5.91	2.18	361	22.2	52	1025.5	0.500	3.99	16.20	0	53
1131.0	  10484	 38	21.75	108.61	2.31	3.508	1.417	0.00	275	-4.30	-1.93	362	22.2	52	1025.2	0.500	3.98	16.00	0	53
1132.0	  11314	 36	22.14	105.08	2.12	3.571	1.362	1.97	3580	6.41	1.99	362	22.2	52	1025.2	0.500	3.98	16.12	0	53
1133.0	  11108	 38	22.78	112.63	2.37	3.674	1.468	0.00	275	-5.54	-1.56	362	22.2	52	1025.2	0.500	3.98	15.72	0	53
1134.0	  11997	 39	25.41	129.24	2.80	4.099	1.689	2.00	3579	7.97	2.24	361	22.2	52	1025.4	0.500	3.98	15.60	0	53
1135.0	  11876	 45	29.46	171.81	4.32	4.751	2.252	0.00	275	-7.47	-1.87	361	22.2	52	1025.4	0.500	3.99	15.64	0	53
1136.0	  15058	 43	35.91	202.43	4.91	5.792	2.656	1.98	3579	6.72	3.24	361	22.2	52	1025.4	0.500	3.98	16.16	0	53
1137.0	  17675	 37	35.49	172.27	3.56	5.724	2.240	0.00	275	-5.23	-2.74	361	22.2	52	1025.4	0.500	3.98	15.96	0	53
1138.0	  12624	 40	27.57	143.99	3.22	4.447	1.886	2.01	3580	5.92	2.62	361	22.2	52	1025.4	0.500	3.98	16.08	0	53
1139.0	  11472	 39	24.66	127.01	2.79	3.977	1.662	0.00	275	-5.29	-2.12	361	22.2	52	1025.4	0.500	3.99	15.68	0	53
1140.0	  11750	 37	23.91	117.41	2.45	3.856	1.529	2.02	3580	5.98	2.24	362	22.2	52	1025.2	0.500	3.98	15.76	0	53
1141.0	  10766	 39	23.14	119.12	2.62	3.731	1.558	0.00	275	-4.86	-1.68	362	22.2	52	1025.2	0.500	3.98	15.72	0	53
1142.0	  10476	 40	22.66	117.36	2.60	3.655	1.536	1.97	3579	6.72	2.24	362	22.2	52	1025.2	0.500	3.98	16.08	0	53
1143.0	  10422	 41	23.63	127.50	2.95	3.812	1.672	0.00	275	-5.67	-1.81	361	22.2	52	1025.4	0.499	3.98	15.96	0	53
1144.0	  11158	 42	25.77	141.28	3.32	4.157	1.853	2.01	3580	9.34	2.55	361	22.2	52	1025.4	0.500	3.98	16.04	0	53
1145.0	  13129	 43	31.40	177.44	4.31	5.064	2.328	0.00	275	-7.85	-2.24	361	22.2	52	1025.4	0.500	3.98	15.96	0	53
1146.0	  15911	 43	37.58	210.02	5.05	6.061	2.756	1.97	3582	17.50	3.30	362	22.2	52	1025.3	0.500	3.98	15.76	0	53
1147.0	  19218	 50	53.21	341.47	9.52	8.582	4.434	0.00	277	-15.19	-3.11	362	22.2	52	1025.3	0.500	3.98	15.56	0	53
1148.0	  28449	 46	72.26	430.28	11.07	11.655	5.632	1.98	3580	25.90	7.47	362	22.2	52	1025.3	0.500	3.98	15.68	0	53
1149.0	  32681	 49	89.58	569.85	15.74	14.448	7.408	0.01	273	-24.59	-5.35	362	22.2	52	1025.4	0.500	3.99	15.88	0	53
1150.0	  37373	 52	108.87	730.28	21.35	17.560	9.413	2.01	3579	39.97	10.96	362	22.2	52	1025.4	0.500	3.97	16.00	0	53
1151.0	  43466	 58	140.54	1032.15	33.26	22.668	13.027	0.00	273	-46.02	-9.65	361	22.3	52	1025.4	0.500	3.98	15.76	0	53
1152.0	  59948	 57	191.48	1391.39	44.33	30.884	17.611	2.01	3580	38.67	17.75	361	22.3	52	1025.5	0.500	3.98	15.88	0	53
1153.0	  71520	 51	201.28	1310.27	37.09	32.465	16.976	0.00	276	-35.93	-19.74	362	22.3	52	1025.5	0.500	3.98	15.76	0	53
1154.0	  58879	 53	174.09	1182.92	35.06	28.079	15.208	2.01	3580	29.20	16.63	361	22.2	52	1025.5	0.500	3.98	15.80	0	53
1155.0	  50902	 53	151.68	1037.66	30.98	24.465	13.322	0.00	276	-27.15	-16.00	361	22.2	52	1025.4	0.500	3.98	15.76	0	53
1156.0	  48089	 50	134.56	871.58	24.54	21.704	11.301	2.00	3580	25.47	12.95	362	22.2	52	1025.4	0.500	3.98	15.72	0	53
1157.0	  42570	 51	121.37	799.01	22.89	19.576	10.333	0.00	276	-25.03	-12.02	361	22.2	52	1025.4	0.500	3.98	15.80	0	53
1158.0	  37658	 53	111.39	757.12	22.45	17.966	9.733	2.03	3580	38.98	11.64	361	22.2	52	1025.5	0.500	3.98	16.20	0	53
1159.0	  44051	 55	134.66	941.89	28.80	21.720	12.035	0.00	275	-32.38	-10.21	361	22.2	52	1025.5	0.500	3.98	15.84	0	53
1160.0	  54230	 52	157.31	1051.24	30.61	25.372	13.559	2.00	3580	34.87	16.50	362	22.2	52	1025.5	0.500	3.98	16.04	0	53
1161.0	  55624	 49	152.09	965.46	26.60	24.530	12.554	0.00	276	-28.70	-13.76	361	22.2	52	1025.5	0.500	3.98	15.48	0	53
1162.0	  49342	 51	140.30	921.53	26.34	22.630	11.922	1.98	3580	28.46	14.57	362	22.2	52	1025.5	0.500	3.98	15.40	0	53
1163.0	  43472	 52	127.04	854.47	25.05	20.490	11.007	0.00	279	-24.22	-11.95	361	22.2	52	1025.5	0.500	3.98	15.56	0	53
1164.0	  40869	 52	118.57	792.53	23.08	19.125	10.222	1.99	3579	25.59	12.14	362	22.2	52	1025.4	0.500	3.98	15.80	0	53
1165.0	  37022	 54	111.53	770.23	23.23	17.989	9.869	0.00	275	-22.17	-10.27	361	22.2	52	1025.4	0.500	3.99	16.00	0	53
1166.0	  34047	 55	105.47	746.25	23.10	17.011	9.509	1.98	3580	19.05	10.96	362	22.2	53	1025.4	0.500	3.98	16.00	0	53
1167.0	  33075	 52	96.29	645.53	18.86	15.531	8.321	0.00	279	-18.18	-9.90	361	22.2	53	1025.3	0.500	3.97	15.96	0	53
1168.0	  27855	 55	85.35	598.26	18.33	13.767	7.640	2.00	3579	21.17	7.97	362	22.2	53	1025.3	0.500	3.98	15.64	0	53
1169.0	  26005	 59	85.58	638.23	20.91	13.803	8.020	0.00	277	-19.12	-8.34	362	22.3	52	1025.3	0.501	3.98	15.44	0	53
1170.0	  27708	 57	88.53	643.45	20.50	14.279	8.144	1.99	3579	17.81	9.22	360	22.3	52	1025.3	0.500	3.98	16.00	0	53
1171.0	  27694	 55	84.59	591.24	18.06	13.643	7.555	0.00	275	-16.44	-8.59	362	22.3	52	1025.3	0.500	3.98	15.84	0	53
1172.0	  24179	 56	76.04	545.14	17.12	12.265	6.924	2.00	3579	21.98	7.78	362	22.2	52	1025.3	0.500	3.98	16.04	0	53
1173.0	  23726	 60	79.98	609.07	20.41	12.900	7.606	0.00	276	-18.99	-7.47	361	22.2	52	1025.4	0.500	3.98	15.96	0	53
1174.0	  28732	 57	91.26	659.94	20.91	14.720	8.364	2.00	3579	19.12	9.65	362	22.2	52	1025.4	0.500	3.98	15.84	0	53
1175.0	  28673	 55	87.68	613.51	18.77	14.143	7.838	0.00	276	-16.81	-8.84	362	22.3	52	1025.4	0.500	3.98	15.72	0	53
1176.0	  24646	 57	78.29	566.22	17.95	12.628	7.176	1.99	3582	18.99	8.66	361	22.3	52	1025.5	0.500	3.98	15.56	0	53
1177.0	  23831	 57	75.88	549.82	17.46	12.238	6.964	0.00	276	-16.19	-7.60	361	22.3	52	1025.5	0.500	3.98	15.56	0	53
1178.0	  24916	 55	76.45	536.43	16.46	12.330	6.849	1.98	3580	16.75	7.91	362	22.2	52	1025.5	0.500	3.98	15.68	0	53
1179.0	  23817	 55	73.61	519.80	16.06	11.873	6.627	0.00	273	-14.82	-7.10	362	22.2	52	1025.4	0.499	3.97	15.92	0	53
1180.0	  24077	 53	71.52	487.92	14.52	11.535	6.268	1.97	3579	17.06	7.47	361	22.2	52	1025.4	0.500	3.98	16.04	0	53
1181.0	  24620	 52	71.94	483.79	14.18	11.603	6.232	0.00	275	-14.76	-6.60	362	22.2	52	1025.4	0.500	3.98	15.76	0	53
1182.0	  24251	 53	72.47	496.93	14.87	11.688	6.377	2.02	3583	15.63	7.10	361	22.2	52	1025.4	0.500	3.98	15.84	0	53
1183.0	  23642	 53	69.51	469.99	13.86	11.211	6.048	0.00	273	-13.82	-7.04	362	22.2	52	1025.4	0.500	3.99	15.76	0	53
1184.0	  22948	 52	65.85	436.00	12.57	10.622	5.633	2.01	3580	12.70	7.04	362	22.2	52	1025.4	0.500	3.98	15.84	0	53
1185.0	  20554	 52	59.72	399.61	11.65	9.632	5.153	0.00	273	-10.58	-5.67	361	22.2	52	1025.5	0.500	3.98	15.92	0	53
1186.0	  18816	 51	53.37	349.83	9.98	8.609	4.527	1.96	3578	11.64	5.67	361	22.2	52	1025.5	0.500	3.98	15.92	0	53
1187.0	  18077	 50	50.62	328.09	9.24	8.165	4.254	0.01	273	-10.59	-4.92	361	22.2	52	1025.5	0.500	3.98	15.92	0	53
1188.0	  17598	 51	49.72	324.72	9.22	8.019	4.205	2.03	3580	10.77	4.86	362	22.2	52	1025.3	0.500	3.98	15.72	0	53
1189.0	  17233	 49	47.28	301.02	8.32	7.626	3.913	0.00	276	-8.78	-4.30	362	22.2	52	1025.3	0.499	3.98	15.64	0	53
1190.0	  14683	 52	42.47	283.05	8.22	6.849	3.652	2.00	3580	8.84	4.42	362	22.3	52	1025.3	0.500	3.98	15.72	0	53
1191.0	  14518	 49	39.20	246.12	6.70	6.322	3.205	0.00	273	-7.29	-3.99	362	22.3	52	1025.3	0.500	3.98	15.56	0	53
1192.0	  14018	 46	35.78	213.95	5.53	5.771	2.799	2.00	3579	8.34	3.80	362	22.3	52	1025.3	0.500	3.98	15.84	0	53
1193.0	  13126	 47	34.40	210.46	5.57	5.548	2.748	0.00	275	-7.47	-2.86	362	22.3	52	1025.3	0.499	3.98	15.88	0	53
1194.0	  12693	 48	34.04	212.51	5.75	5.491	2.769	2.02	3580	8.28	3.55	362	22.3	52	1025.6	0.500	3.98	16.04	0	53
1195.0	  12841	 48	34.18	212.02	5.70	5.514	2.765	0.00	279	-7.47	-2.99	361	22.3	52	1025.6	0.501	3.98	15.84	0	53
1196.0	  14113	 44	34.52	198.94	4.94	5.568	2.608	1.98	3578	7.85	3.49	362	22.3	52	1025.6	0.500	3.98	15.76	0	53
1197.0	  13946	 43	32.67	181.37	4.33	5.270	2.380	0.00	276	-6.10	-2.62	361	22.3	52	1025.2	0.500	3.98	15.60	0	53
1198.0	  12023	 45	29.56	171.06	4.27	4.767	2.243	2.00	3580	7.47	2.80	361	22.3	52	1025.2	0.500	3.98	16.16	0	53
1199.0	  10493	 49	28.27	177.19	4.81	4.560	2.308	0.00	276	-6.04	-2.49	361	22.2	52	1025.2	0.501	3.98	15.76	0	53
1200.0	  11029	 47	28.86	176.39	4.66	4.655	2.304	1.97	3580	6.66	2.93	362	22.2	52	1025.4	0.500	3.98	15.80	0	53
1201.0	  11887	 44	28.59	162.36	3.97	4.612	2.130	0.00	273	-5.54	-2.43	361	22.2	52	1025.4	0.500	3.98	15.52	0	53
1202.0	  10248	 46	25.91	153.69	3.94	4.180	2.012	1.99	3580	6.48	2.68	361	22.2	52	1025.4	0.500	3.98	15.56	0	53
1203.0	   9673	 46	24.61	146.73	3.78	3.969	1.920	0.00	276	-5.17	-1.99	361	22.2	52	1025.4	0.500	3.98	15.68	0	53
1204.0	  10719	 42	24.79	136.10	3.21	3.999	1.786	2.03	3580	5.98	2.30	361	22.2	52	1025.4	0.500	3.98	15.92	0	53
1205.0	   9737	 45	24.00	139.17	3.48	3.870	1.824	0.00	273	-5.54	-1.93	361	22.3	52	1025.4	0.500	3.98	16.00	0	53
1206.0	  10330	 45	25.40	146.98	3.67	4.096	1.927	2.00	3582	6.66	2.49	362	22.3	52	1025.5	0.500	3.98	15.96	0	53
1207.0	  11509	 42	26.73	147.28	3.48	4.312	1.932	0.00	276	-5.42	-2.24	362	22.3	52	1025.5	0.500	3.98	15.80	0	53
1208.0	  11494	 42	26.51	145.11	3.41	4.275	1.904	1.97	3580	6.85	2.62	362	22.3	52	1025.5	0.500	3.98	15.52	0	53
1209.0	  11620	 43	27.15	150.38	3.58	4.380	1.973	0.00	273	-5.98	-2.24	361	22.3	52	1025.3	0.500	3.98	15.44	0	53
1210.0	  11167	 44	27.36	157.91	3.93	4.413	2.070	1.99	3579	7.22	3.05	362	22.3	52	1025.3	0.500	3.99	15.76	0	53
1211.0	  11539	 43	27.20	151.74	3.64	4.386	1.991	0.00	275	-5.54	-2.49	363	22.3	52	1025.3	0.500	3.98	15.92	0	53
1212.0	  12560	 40	27.79	146.75	3.32	4.482	1.923	1.99	3579	6.60	2.37	362	22.3	52	1025.3	0.499	3.98	16.04	0	53
1213.0	  11908	 41	27.01	145.73	3.37	4.356	1.911	0.00	276	-5.35	-2.24	362	22.3	52	1025.3	0.500	3.98	15.84	0	53
1214.0	  10991	 43	25.77	143.11	3.41	4.156	1.878	2.00	3580	6.91	2.55	362	22.3	52	1025.3	0.500	3.98	15.52	0	53
1215.0	  10600	 44	25.94	149.53	3.71	4.184	1.961	0.00	277	-5.48	-1.93	362	22.3	52	1025.5	0.500	3.98	15.56	0	53
1216.0	  10904	 44	26.20	148.66	3.63	4.226	1.950	2.00	3579	6.48	2.80	361	22.3	52	1025.5	0.500	3.98	15.80	0	53
1217.0	  12350	 40	26.83	139.47	3.10	4.328	1.826	0.00	275	-5.79	-2.30	361	22.3	52	1025.5	0.500	3.98	15.72	0	53
1218.0	  12354	 40	27.01	141.16	3.16	4.356	1.849	1.99	3580	6.85	2.80	361	22.3	52	1025.5	0.500	3.98	15.76	0	53
1219.0	  11844	 41	26.57	142.05	3.25	4.286	1.862	0.00	275	-5.54	-2.12	361	22.3	52	1025.5	0.500	3.98	15.84	0	53
1220.0	  11553	 40	25.41	133.51	3.00	4.099	1.749	1.99	3580	6.23	2.43	361	22.2	52	1025.5	0.500	3.98	15.80	0	53
1221.0	  11810	 38	24.67	123.90	2.65	3.978	1.617	0.00	276	-4.55	-1.68	362	22.2	52	1025.3	0.500	3.98	15.80	0	53
1222.0	  11581	 36	22.92	109.85	2.24	3.696	1.425	2.01	3582	5.42	2.18	361	22.2	52	1025.3	0.500	3.98	16.04	0	53
1223.0	   9464	 40	20.58	107.06	2.38	3.319	1.402	0.00	276	-4.17	-1.49	361	22.3	52	1025.3	0.500	3.98	15.72	0	53
1224.0	   8681	 42	20.17	111.13	2.63	3.253	1.458	2.02	3582	5.48	1.93	363	22.3	52	1025.4	0.500	3.96	15.76	0	53
1225.0	   9619	 39	20.47	104.52	2.28	3.302	1.366	0.00	275	-3.49	-1.49	362	22.3	52	1025.4	0.500	3.98	15.52	0	53
1226.0	   8956	 39	18.90	95.76	2.07	3.048	1.251	1.99	3579	5.17	2.12	362	22.3	52	1025.4	0.500	3.98	15.88	0	53
1227.0	   8515	 38	17.77	89.17	1.91	2.866	1.164	0.00	273	-3.61	-1.43	361	22.3	52	1025.6	0.500	3.98	16.12	0	53
1228.0	   9192	 37	18.40	89.12	1.84	2.969	1.158	2.00	3582	4.98	2.12	361	22.3	52	1025.6	0.500	3.98	15.96	0	53
1229.0	   9293	 38	19.04	94.03	1.98	3.071	1.225	0.00	276	-4.17	-1.37	362	22.3	52	1025.6	0.500	3.98	16.00	0	53
1230.0	   8920	 40	19.33	100.21	2.22	3.117	1.312	1.98	3579	5.11	1.81	361	22.3	52	1025.4	0.500	3.98	15.60	0	53
1231.0	   9112	 39	19.23	97.45	2.11	3.101	1.273	0.00	276	-3.74	-1.68	361	22.3	52	1025.4	0.500	3.98	15.60	0	53
1232.0	   9091	 37	18.37	89.64	1.86	2.962	1.166	2.00	3580	4.05	1.93	362	22.3	52	1025.4	0.500	3.98	15.68	0	53
1233.0	   9729	 33	17.49	77.15	1.44	2.822	0.985	0.00	279	-3.67	-1.18	362	22.3	52	1025.3	0.500	3.98	15.56	0	53
1234.0	   9562	 32	16.42	69.56	1.24	2.648	0.879	2.04	3580	11.46	2.24	362	22.3	52	1025.3	0.499	3.96	15.80	0	53
1235.0	  11349	 45	27.88	161.24	4.02	4.497	2.114	0.00	276	-9.78	-1.06	362	22.2	52	1025.3	0.500	3.98	15.92	0	53
1236.0	  19324	 42	44.72	245.60	5.79	7.213	3.222	2.02	3580	8.72	4.30	362	22.2	52	1025.4	0.500	3.98	16.04	0	53
1237.0	  21868	 37	44.41	217.70	4.54	7.163	2.834	0.00	277	-7.16	-3.49	361	22.2	52	1025.4	0.500	3.98	15.84	0	53
1238.0	  18168	 38	37.59	187.29	3.98	6.063	2.443	2.00	3579	8.53	3.11	361	22.2	52	1025.4	0.500	3.98	15.64	0	53
1239.0	  16045	 40	35.24	184.94	4.15	5.684	2.423	0.00	276	-7.72	-2.55	360	22.2	52	1025.4	0.500	3.98	15.72	0	53
1240.0	  15519	 41	34.59	183.85	4.18	5.579	2.410	1.98	3580	9.40	3.55	360	22.2	52	1025.4	0.500	3.98	16.08	0	53
1241.0	  16639	 40	36.14	187.79	4.17	5.828	2.458	0.00	276	-7.91	-2.37	362	22.2	52	1025.4	0.500	3.98	16.16	0	53
1242.0	  17678	 39	38.11	196.77	4.34	6.147	2.575	1.98	3583	9.78	3.42	362	22.2	52	1025.5	0.500	3.98	15.92	0	53
1243.0	  18722	 39	39.93	204.27	4.46	6.440	2.671	0.00	273	-8.47	-3.24	361	22.2	52	1025.5	0.500	3.98	15.64	0	53
1244.0	  18841	 39	40.06	204.38	4.45	6.462	2.672	1.97	3579	9.84	3.61	362	22.3	52	1025.5	0.500	3.98	15.76	0	53
1245.0	  18213	 40	39.46	204.61	4.53	6.364	2.678	0.00	277	-9.09	-2.86	361	22.3	52	1025.6	0.500	3.99	15.52	0	53
1246.0	  18047	 41	40.20	213.51	4.86	6.483	2.799	1.99	3580	9.46	3.80	361	22.3	52	1025.6	0.500	3.98	15.80	0	53
1247.0	  17959	 40	39.85	210.98	4.78	6.427	2.765	0.00	275	-7.97	-3.30	361	22.3	52	1025.6	0.500	3.98	16.12	0	53
1248.0	  18433	 40	39.91	206.89	4.58	6.438	2.708	2.00	3580	9.15	3.74	362	22.3	52	1025.4	0.500	3.98	16.04	0	53
1249.0	  17717	 40	38.57	200.85	4.47	6.221	2.630	0.00	272	-7.78	-3.11	362	22.3	52	1025.4	0.500	3.98	15.76	0	53
1250.0	  16594	 40	36.05	187.41	4.16	5.815	2.454	1.98	3579	8.47	3.36	362	22.3	52	1025.4	0.500	3.98	15.84	0	53
1251.0	  16522	 38	34.18	170.25	3.61	5.513	2.221	0.00	277	-6.79	-2.68	361	22.3	52	1025.5	0.500	3.99	15.56	0	53
1252.0	  16268	 37	32.63	158.22	3.26	5.263	2.057	1.99	3579	8.97	3.05	361	22.3	52	1025.5	0.499	3.98	15.92	0	53
1253.0	  15771	 39	33.90	174.64	3.84	5.469	2.285	0.00	276	-7.66	-2.05	361	22.2	52	1025.5	0.499	3.98	16.00	0	53
1254.0	  15680	 42	35.77	193.96	4.51	5.769	2.544	2.00	3580	8.72	3.42	362	22.2	52	1025.4	0.500	3.97	16.00	0	53
1255.0	  16364	 39	34.80	177.58	3.87	5.613	2.322	0.00	275	-5.85	-2.68	361	22.2	52	1025.4	0.500	3.98	15.80	0	53
1256.0	  15012	 38	31.01	154.31	3.27	5.002	2.012	2.01	3579	6.60	3.30	362	22.3	52	1025.4	0.500	3.98	15.60	0	53
1257.0	  12677	 39	27.04	138.30	3.02	4.361	1.808	0.00	275	-5.23	-2.12	362	22.3	52	1025.3	0.500	3.98	15.84	0	53
1258.0	  11571	 39	24.78	127.25	2.79	3.998	1.664	1.99	3580	6.48	2.30	362	22.3	52	1025.3	0.500	3.98	15.96	0	53
1259.0	  12009	 38	25.15	126.60	2.72	4.056	1.653	0.00	273	-5.17	-2.12	362	22.3	52	1025.3	0.500	3.98	15.92	0	53
1260.0	  12199	 38	25.13	124.73	2.64	4.053	1.626	2.02	3579	6.10	2.43	362	22.3	52	1025.3	0.500	3.98	16.16	0	53
1261.0	  11654	 37	23.60	115.41	2.40	3.807	1.502	0.00	277	-4.48	-1.81	362	22.3	52	1025.3	0.500	3.98	16.04	0	53
1262.0	  11019	 37	22.00	106.22	2.18	3.548	1.380	1.99	3582	5.60	1.99	362	22.3	52	1025.3	0.500	3.98	15.60	0	53
1263.0	  10158	 38	20.80	102.74	2.16	3.356	1.339	0.00	277	-3.86	-1.56	362	22.3	52	1025.4	0.500	3.98	15.68	0	53
