Partector2 SN 8365
Firmware: rev 275
Hardware: rev 3.2
BLE firmware: rev 9
Calibration: 6.20, calibrated on 21.2.2023
Cal params 1: -2.95, 20.53, 3.85, 0.970, 0.00000682, 1.07, 60, 100
Cal params 2: -4.94, 42.87, 13.57, 0.933, 150, 360
Cal params 3: -19.14, 81.95, 31.46, 0.792, 300, 720
Start: 5.10.2023 10:59:50
statistics: 249572 LDSAmin, 12333 min, 370878 pulses
settings 1: 2.00 Idiff, 50 P, 100 D, 0.5 duty cycle, 2.0 pulse period, 1 zeroHV, 1 pulsing
settings 2: 1820 dp setpoint, 10 P, 500 I, 0.50 flow%
settings 3: 0 integration time, 1 adaptive DV, 4 multi DV, 0 multiDV on, 20 DV switchtime, 1 antispike, 90 RH shutdown, 80 RH autoheat, 1.00 RH corr, 0 RTCcal, 0.00 offs 1T, 0.00 offs 2T, 0.00 offs 4T, 3 ADCmedian, 0 SD, 0 heater, 989.0 dPcal_p, 293.6 dPcal_T, 988.0 cal_p, 296.6 cal_T, 123 compensation, 0 OEM
settings 4: 999999 alarmlevel, 0 USBtransmit, 0 bluetooth, 15 brightness, 127 contrast, 1 low power, 1 selftest, 360000 selftest interval, 0 autopower
environment: T 12.6...35.7, RH 13.0...81.9
gain	1516.0	1553.0
startup	1454.3	1491.3
ST: Ipump 17.2mA	Display 16.4V	CE -23.6V	+ 2.50V	- -2.50V

time	number	diam	LDSA	surface	mass	A1	A2	idiff	HV	EM1	EM2	DV	T	RH	P	flow	bat	Ipump	error	PWMpump
6672.0	   4835	 40	10.57	55.28	1.24	1.705	0.724	2.00	3566	3.81	1.44	361	24.3	46	1025.5	0.500	3.92	14.84	0	52
6673.0	   5481	 39	11.84	61.19	1.35	1.909	0.801	0.00	268	-2.31	-0.94	360	24.3	46	1025.5	0.500	3.92	14.64	0	52
6674.0	   5467	 40	11.97	62.64	1.40	1.930	0.820	2.00	3566	3.43	1.50	361	24.3	46	1025.5	0.499	3.92	15.00	0	52
6675.0	   6126	 35	11.69	54.27	1.07	1.885	0.701	0.00	263	-2.12	-0.87	360	24.3	46	1025.5	0.500	3.92	14.52	0	52
6676.0	   6126	 36	11.84	55.64	1.11	1.910	0.720	1.98	3564	3.99	1.31	361	24.3	46	1025.5	0.500	3.92	15.00	0	52
6677.0	   5271	 42	12.17	66.68	1.57	1.963	0.875	0.00	267	-2.50	-0.87	360	24.4	46	1025.5	0.500	3.92	14.68	0	52
6678.0	   6009	 40	13.16	68.86	1.54	2.122	0.902	2.01	3567	3.56	1.62	361	24.4	46	1025.5	0.500	3.92	14.64	0	52
6679.0	   6384	 37	13.05	64.29	1.35	2.104	0.837	0.00	267	-2.56	-0.94	361	24.4	46	1025.5	0.500	3.92	14.76	0	52
6680.0	   5953	 38	12.28	60.97	1.29	1.980	0.795	2.01	3567	2.68	1.31	361	24.3	46	1025.5	0.500	3.91	14.80	0	52
6681.0	   6148	 32	10.68	45.67	0.82	1.722	0.579	0.00	268	-1.56	-0.94	361	24.3	46	1025.4	0.500	3.92	14.68	0	52
6682.0	   5649	 31	 9.50	39.51	0.69	1.532	0.497	2.00	3564	2.81	1.00	360	24.3	46	1025.4	0.500	3.92	14.96	0	52
6683.0	   4323	 41	 9.73	52.18	1.20	1.570	0.684	0.00	269	-2.00	-0.94	361	24.4	46	1025.4	0.501	3.92	14.48	0	52
6684.0	   4517	 40	 9.89	51.76	1.16	1.595	0.678	1.98	3564	3.00	1.19	361	24.4	46	1025.4	0.500	3.92	15.00	0	52
6685.0	   4810	 36	 9.45	45.02	0.91	1.524	0.584	0.00	269	-1.81	-0.81	361	24.4	46	1025.4	0.499	3.92	15.00	0	52
6686.0	   5066	 35	 9.69	45.10	0.89	1.563	0.582	2.02	3564	2.81	1.31	360	24.3	46	1025.4	0.500	3.92	14.68	0	52
6687.0	   6004	 32	10.43	44.64	0.80	1.682	0.566	0.00	268	-1.68	-0.81	361	24.3	46	1025.4	0.499	3.92	14.88	0	52
6688.0	   6024	 31	10.12	42.04	0.73	1.632	0.528	1.97	3563	3.81	1.19	361	24.3	46	1025.4	0.499	3.93	15.04	0	52
6689.0	   6015	 33	10.81	47.69	0.89	1.744	0.609	0.00	268	-2.93	-0.75	361	24.4	46	1025.4	0.501	3.92	14.72	0	52
6690.0	   6667	 36	13.20	63.27	1.29	2.128	0.821	1.95	3562	6.11	1.62	361	24.4	46	1025.3	0.501	3.92	14.64	0	52
6691.0	   7051	 44	17.22	99.09	2.46	2.777	1.299	0.00	269	-5.24	-1.06	361	24.4	46	1025.3	0.500	3.92	14.80	0	52
6692.0	  10203	 41	22.68	120.22	2.73	3.657	1.576	1.98	3564	6.61	2.18	360	24.3	46	1025.3	0.500	3.92	14.96	0	52
6693.0	  13379	 35	25.01	114.10	2.20	4.034	1.468	0.01	268	-4.43	-1.68	361	24.3	46	1025.4	0.500	3.92	14.52	0	52
6694.0	  12204	 35	23.10	106.55	2.08	3.726	1.374	1.97	3566	4.74	2.50	361	24.3	46	1025.4	0.500	3.92	15.08	0	52
6695.0	   9929	 36	19.63	93.97	1.91	3.166	1.219	0.00	271	-3.49	-1.56	361	24.3	46	1025.4	0.500	3.92	15.08	0	52
6696.0	   8693	 37	17.36	83.90	1.72	2.801	1.090	2.01	3564	3.99	1.75	361	24.3	46	1025.5	0.500	3.92	14.84	0	52
6697.0	   8081	 35	15.15	69.26	1.34	2.443	0.891	0.00	268	-2.56	-1.62	361	24.3	46	1025.5	0.500	3.93	14.76	0	52
6698.0	   7567	 33	13.34	57.86	1.06	2.152	0.736	2.00	3564	4.24	1.44	361	24.3	46	1025.5	0.499	3.92	14.88	0	52
6699.0	   7153	 34	13.03	58.15	1.10	2.102	0.744	0.00	271	-2.93	-0.94	361	24.3	46	1025.5	0.500	3.92	14.44	0	52
6700.0	   6491	 37	13.12	64.04	1.33	2.116	0.833	2.03	3563	3.37	1.68	361	24.3	46	1025.5	0.500	3.92	14.76	0	52
6701.0	   5839	 39	12.28	62.02	1.34	1.980	0.810	0.00	269	-2.43	-1.12	361	24.4	46	1025.5	0.500	3.92	14.44	0	52
6702.0	   5604	 38	11.46	56.50	1.19	1.848	0.736	2.01	3563	3.18	1.56	361	24.4	46	1025.5	0.500	3.92	14.72	0	52
6703.0	   5138	 40	11.33	59.70	1.35	1.828	0.782	0.00	267	-2.56	-0.81	360	24.4	46	1025.5	0.500	3.92	14.88	0	52
6704.0	   5661	 39	11.99	60.93	1.32	1.933	0.796	1.98	3564	4.06	1.31	361	24.4	46	1025.5	0.500	3.92	14.64	0	52
6705.0	   6052	 39	12.92	66.13	1.45	2.084	0.865	0.00	268	-3.12	-0.81	360	24.4	46	1025.3	0.500	3.92	14.88	0	52
6706.0	   7148	 37	14.47	70.76	1.47	2.334	0.921	1.99	3563	4.24	1.62	361	24.4	46	1025.3	0.500	3.92	14.64	0	52
6707.0	   7993	 35	15.27	70.98	1.40	2.463	0.916	0.00	265	-3.06	-1.12	360	24.3	46	1025.3	0.500	3.92	14.88	0	52
6708.0	   8427	 32	14.77	63.68	1.16	2.382	0.809	2.00	3564	3.43	1.56	361	24.3	46	1025.3	0.500	3.92	14.96	0	52
6709.0	   7597	 33	13.75	60.95	1.14	2.217	0.779	0.00	265	-2.68	-1.00	360	24.3	46	1025.3	0.500	3.92	14.52	0	52
6710.0	   6267	 37	12.72	62.30	1.30	2.051	0.811	1.96	3563	3.74	1.62	360	24.4	45	1025.3	0.500	3.91	14.96	0	52
6711.0	   6621	 35	12.46	57.18	1.11	2.010	0.736	0.00	267	-2.87	-1.12	361	24.4	45	1025.5	0.500	3.93	14.52	0	52
6712.0	   7073	 34	12.97	58.15	1.10	2.091	0.745	2.00	3564	3.81	1.50	361	24.4	45	1025.5	0.500	3.91	14.68	0	52
6713.0	   7147	 35	13.63	63.27	1.24	2.199	0.817	0.00	268	-3.18	-1.06	360	24.4	45	1025.5	0.499	3.92	15.04	0	52
6714.0	   7677	 34	13.97	62.26	1.17	2.253	0.797	2.00	3564	4.06	1.44	360	24.4	45	1025.7	0.500	3.92	14.92	0	52
6715.0	   7979	 33	14.42	63.84	1.19	2.325	0.816	0.00	265	-2.62	-0.87	361	24.4	45	1025.7	0.500	3.92	14.48	0	52
6716.0	   6742	 37	13.66	66.80	1.39	2.203	0.869	1.98	3564	4.31	1.62	360	24.4	45	1025.7	0.500	3.92	14.88	0	52
6717.0	   6197	 41	13.78	73.09	1.66	2.223	0.958	0.00	268	-4.06	-1.25	361	24.4	45	1025.5	0.501	3.92	14.52	0	52
6718.0	   7034	 41	15.83	84.86	1.95	2.554	1.113	2.00	3564	6.43	1.81	361	24.4	45	1025.5	0.500	3.91	14.88	0	52
6719.0	   8668	 42	19.75	106.96	2.48	3.185	1.403	0.00	268	-5.12	-1.31	361	24.4	46	1025.5	0.500	3.92	14.80	0	52
6720.0	  11309	 39	23.85	120.78	2.61	3.846	1.578	2.00	3566	5.49	2.68	361	24.4	46	1025.4	0.500	3.92	14.52	0	52
6721.0	  12625	 35	23.99	110.98	2.18	3.869	1.432	0.00	268	-4.37	-2.18	361	24.4	46	1025.4	0.500	3.93	14.96	0	52
6722.0	  11386	 36	22.02	103.47	2.06	3.552	1.338	1.98	3563	4.99	2.25	360	24.3	46	1025.4	0.500	3.92	14.72	0	52
6723.0	  11082	 34	20.29	90.91	1.72	3.273	1.165	0.00	268	-3.43	-1.62	359	24.3	46	1025.5	0.500	3.92	14.36	0	52
6724.0	  10923	 32	18.59	78.13	1.38	2.998	0.985	2.01	3564	3.93	1.87	360	24.3	46	1025.5	0.500	3.92	15.00	0	52
6725.0	   8400	 35	15.75	72.04	1.40	2.540	0.927	0.00	269	-3.06	-1.06	361	24.4	46	1025.5	0.500	3.92	14.64	0	52
6726.0	   7272	 36	14.04	65.89	1.31	2.265	0.852	1.97	3564	3.87	1.62	361	24.4	46	1025.4	0.500	3.92	14.92	0	52
6727.0	   8079	 32	13.84	58.51	1.04	2.232	0.739	0.00	268	-2.75	-1.12	361	24.4	46	1025.4	0.500	3.92	14.40	0	52
6728.0	   7878	 33	14.25	63.20	1.18	2.299	0.808	1.98	3564	4.18	1.37	361	24.4	46	1025.4	0.500	3.92	15.12	0	52
6729.0	   8687	 33	15.28	66.13	1.21	2.465	0.840	0.00	267	-2.81	-1.06	360	24.4	46	1025.5	0.500	3.92	14.92	0	52
6730.0	   8978	 31	14.88	61.12	1.05	2.400	0.765	2.00	3563	4.24	1.25	360	24.4	46	1025.5	0.500	3.92	14.68	0	52
6731.0	   7379	 35	14.17	66.21	1.31	2.286	0.856	0.00	269	-2.43	-1.06	360	24.4	45	1025.5	0.500	3.92	14.96	0	52
6732.0	   6644	 37	13.36	64.95	1.34	2.155	0.844	2.01	3564	3.43	1.56	360	24.4	45	1025.4	0.500	3.92	14.68	0	52
6733.0	   6547	 36	12.74	60.19	1.21	2.055	0.779	0.00	267	-2.75	-1.12	361	24.4	45	1025.4	0.500	3.92	14.76	0	52
6734.0	   6967	 35	13.05	59.63	1.15	2.105	0.767	2.02	3566	3.81	1.56	360	24.4	46	1025.4	0.500	3.92	15.04	0	52
6735.0	   6936	 35	12.98	59.26	1.15	2.093	0.762	0.00	268	-2.56	-1.12	360	24.4	46	1025.5	0.500	3.92	14.64	0	52
6736.0	   6623	 37	13.18	63.45	1.30	2.125	0.824	1.97	3563	3.24	1.50	361	24.4	46	1025.5	0.500	3.92	14.84	0	52
6737.0	   5967	 41	13.28	70.54	1.60	2.143	0.925	0.00	269	-2.56	-1.12	360	24.4	46	1025.5	0.500	3.92	14.72	0	52
6738.0	   5027	 44	12.30	70.93	1.76	1.984	0.930	2.02	3562	3.74	1.68	360	24.4	46	1025.5	0.500	3.92	15.12	0	52
6739.0	   5786	 39	12.43	64.02	1.41	2.006	0.838	0.00	267	-2.62	-1.12	360	24.4	46	1025.5	0.499	3.92	14.92	0	52
6740.0	   6737	 37	13.46	65.07	1.34	2.171	0.845	2.02	3564	3.62	1.19	361	24.4	45	1025.5	0.500	3.92	14.56	0	52
6741.0	   6103	 40	13.26	68.93	1.53	2.139	0.902	0.00	264	-2.68	-1.06	360	24.4	45	1025.4	0.500	3.92	14.80	0	52
6742.0	   6387	 38	13.10	64.79	1.36	2.113	0.844	2.01	3564	3.24	1.44	361	24.4	45	1025.4	0.500	3.92	14.56	0	52
6743.0	   6454	 35	12.19	56.09	1.09	1.966	0.723	0.00	273	-2.43	-1.00	361	24.4	45	1025.4	0.500	3.92	14.72	0	52
6744.0	   5719	 36	11.24	53.59	1.08	1.814	0.695	2.00	3566	3.56	1.25	360	24.4	45	1025.5	0.499	3.91	14.92	0	52
6745.0	   6153	 37	12.43	60.70	1.26	2.006	0.790	0.00	268	-2.62	-1.12	361	24.4	45	1025.5	0.500	3.92	14.64	0	52
6746.0	   5861	 40	12.77	66.50	1.48	2.059	0.871	1.98	3564	3.56	1.44	361	24.4	46	1025.5	0.499	3.92	15.04	0	52
6747.0	   5590	 39	12.03	62.01	1.37	1.940	0.811	0.00	265	-2.68	-1.06	361	24.4	46	1025.5	0.500	3.92	14.68	0	52
6748.0	   6167	 36	12.08	57.36	1.16	1.948	0.743	2.01	3564	3.31	1.31	360	24.4	46	1025.5	0.500	3.92	14.80	0	52
6749.0	   6134	 36	12.08	57.70	1.17	1.949	0.748	0.00	268	-2.62	-1.12	360	24.5	46	1025.5	0.500	3.92	14.88	0	52
6750.0	   5812	 36	11.50	55.08	1.12	1.854	0.715	2.02	3564	3.87	1.68	360	24.5	46	1025.6	0.500	3.92	14.64	0	52
6751.0	   6253	 36	12.08	56.68	1.13	1.948	0.733	0.00	269	-2.81	-1.00	361	24.5	46	1025.6	0.500	3.92	14.84	0	52
6752.0	   7372	 34	13.69	62.10	1.19	2.208	0.798	1.98	3562	3.87	1.19	360	24.4	46	1025.6	0.501	3.92	14.52	0	52
6753.0	   6578	 38	13.82	69.80	1.50	2.229	0.912	0.00	268	-3.00	-0.94	360	24.4	46	1025.4	0.500	3.92	14.88	0	52
6754.0	   6971	 38	14.45	72.15	1.54	2.331	0.941	2.00	3564	4.06	1.68	360	24.4	46	1025.4	0.500	3.92	14.80	0	52
6755.0	   7639	 35	14.31	65.39	1.27	2.308	0.842	0.00	267	-3.18	-1.25	361	24.4	46	1025.4	0.499	3.91	15.00	0	52
6756.0	   7457	 33	13.40	59.04	1.10	2.161	0.754	2.02	3567	3.62	1.50	361	24.4	46	1025.7	0.500	3.92	14.68	0	52
6757.0	   7134	 33	12.88	57.02	1.07	2.078	0.729	0.00	269	-2.62	-1.06	361	24.4	46	1025.7	0.500	3.92	14.52	0	52
6758.0	   6258	 38	12.81	63.21	1.33	2.066	0.824	2.03	3566	3.68	1.37	361	24.4	46	1025.7	0.500	3.92	15.12	0	52
6759.0	   6523	 37	13.01	62.82	1.29	2.099	0.816	0.00	269	-2.43	-1.19	361	24.4	46	1025.6	0.500	3.92	14.56	0	52
6760.0	   6508	 35	12.51	58.46	1.16	2.018	0.755	2.00	3564	3.74	1.31	360	24.4	46	1025.6	0.500	3.91	15.04	0	52
6761.0	   5900	 39	12.47	63.26	1.37	2.011	0.827	0.00	272	-2.87	-1.06	360	24.4	46	1025.6	0.500	3.92	14.76	0	52
6762.0	   6243	 39	13.46	69.51	1.53	2.171	0.910	2.00	3566	3.99	1.50	361	24.4	46	1025.8	0.500	3.92	14.96	0	52
6763.0	   6262	 41	14.05	75.08	1.72	2.266	0.984	0.00	268	-3.12	-1.19	360	24.4	46	1025.8	0.500	3.92	14.88	0	52
6764.0	   6708	 38	14.04	70.69	1.52	2.265	0.923	2.01	3567	4.62	1.75	361	24.4	46	1025.8	0.500	3.92	14.52	0	52
6765.0	   8509	 34	15.58	69.81	1.32	2.513	0.895	0.00	268	-3.00	-1.12	361	24.4	46	1025.6	0.500	3.92	15.20	0	52
6766.0	   7820	 38	16.06	79.47	1.68	2.590	1.036	2.01	3563	4.62	1.87	361	24.4	46	1025.6	0.500	3.92	14.60	0	52
6767.0	   7136	 40	15.62	81.69	1.83	2.519	1.070	0.00	269	-3.37	-1.31	361	24.4	46	1025.6	0.500	3.92	15.12	0	52
6768.0	   8096	 36	15.88	75.54	1.53	2.561	0.979	2.01	3564	3.37	1.62	361	24.4	46	1025.4	0.500	3.91	15.04	0	52
6769.0	   7611	 35	14.50	67.27	1.32	2.339	0.868	0.00	267	-2.87	-1.19	360	24.4	46	1025.4	0.500	3.92	14.68	0	52
6770.0	   6861	 36	13.29	62.49	1.25	2.143	0.808	2.02	3564	4.18	1.44	360	24.4	46	1025.4	0.500	3.92	15.08	0	52
6771.0	   6706	 37	13.54	66.03	1.37	2.184	0.859	0.00	273	-3.06	-1.00	361	24.4	46	1025.5	0.501	3.92	14.76	0	52
6772.0	   5936	 41	13.30	71.04	1.63	2.146	0.931	2.00	3564	3.74	1.56	360	24.4	46	1025.5	0.500	3.91	14.92	0	52
6773.0	   6026	 40	13.15	68.58	1.53	2.120	0.898	0.00	268	-2.93	-1.06	361	24.4	46	1025.5	0.500	3.92	15.00	0	52
6774.0	   7196	 37	14.56	71.15	1.48	2.348	0.926	2.01	3564	3.74	1.50	360	24.4	46	1025.3	0.500	3.92	14.32	0	52
6775.0	   6749	 39	14.38	73.48	1.60	2.319	0.961	0.00	271	-3.06	-1.37	361	24.4	46	1025.3	0.500	3.92	14.84	0	52
6776.0	   6014	 41	13.55	72.75	1.67	2.186	0.954	2.00	3564	3.68	1.75	360	24.5	46	1025.3	0.501	3.92	14.68	0	52
6777.0	   6783	 37	13.75	67.32	1.40	2.218	0.876	0.00	268	-2.87	-1.44	361	24.5	46	1025.7	0.500	3.92	14.88	0	52
6778.0	   6566	 37	13.38	65.79	1.38	2.158	0.857	1.99	3564	3.49	1.44	361	24.5	46	1025.7	0.500	3.92	15.00	0	52
6779.0	   6459	 36	12.73	60.82	1.23	2.054	0.789	0.00	268	-2.68	-1.12	360	24.4	46	1025.7	0.499	3.92	14.80	0	52
6780.0	   6448	 35	12.20	56.24	1.10	1.968	0.725	2.01	3566	3.56	1.25	361	24.4	46	1025.4	0.500	3.91	15.00	0	52
6781.0	   5814	 37	11.77	57.55	1.20	1.899	0.749	0.00	268	-2.56	-1.06	361	24.4	46	1025.4	0.500	3.92	14.56	0	52
6782.0	   5478	 40	12.08	63.65	1.43	1.949	0.834	1.99	3563	3.62	1.25	359	24.4	46	1025.4	0.500	3.92	15.12	0	52
6783.0	   6400	 37	12.79	61.83	1.27	2.063	0.803	0.00	269	-2.37	-1.31	361	24.4	46	1025.5	0.500	3.92	14.80	0	52
6784.0	   7267	 33	12.92	56.46	1.04	2.085	0.719	1.97	3564	3.68	1.19	361	24.4	46	1025.5	0.500	3.92	14.48	0	52
6785.0	   5209	 42	12.13	66.94	1.59	1.956	0.878	0.00	267	-2.75	-1.00	361	24.4	46	1025.5	0.500	3.92	14.96	0	52
6786.0	   5878	 39	12.42	63.03	1.36	2.003	0.824	1.95	3564	3.56	1.44	361	24.4	46	1025.5	0.500	3.92	14.56	0	52
6787.0	   7249	 33	12.88	56.20	1.03	2.077	0.716	0.00	269	-2.43	-0.87	361	24.4	46	1025.5	0.500	3.92	14.96	0	52
6788.0	   6112	 36	11.83	55.59	1.11	1.907	0.719	2.00	3564	3.62	1.50	360	24.4	46	1025.5	0.500	3.91	15.00	0	52
6789.0	   6045	 37	12.07	58.35	1.20	1.948	0.758	0.00	268	-2.18	-0.94	360	24.4	46	1025.4	0.500	3.92	14.52	0	52
6790.0	   5993	 38	12.38	61.60	1.31	1.997	0.803	2.02	3563	3.31	1.44	361	24.4	46	1025.4	0.500	3.92	14.92	0	52
6791.0	   5492	 41	12.22	64.90	1.48	1.972	0.851	0.02	268	-2.31	-0.87	361	24.4	46	1025.4	0.500	3.92	14.76	0	52
6792.0	   6002	 37	12.23	60.12	1.26	1.972	0.783	2.00	3563	3.12	1.37	360	24.4	46	1025.4	0.500	3.92	14.96	0	52
6793.0	   6416	 33	11.49	50.53	0.94	1.854	0.645	0.00	268	-2.43	-1.00	360	24.4	46	1025.4	0.500	3.92	14.92	0	52
6794.0	   5634	 37	11.42	55.89	1.16	1.842	0.727	1.99	3563	3.49	1.19	360	24.4	46	1025.4	0.500	3.92	14.84	0	52
6795.0	   5647	 38	11.84	59.69	1.28	1.910	0.779	0.00	265	-2.31	-1.12	361	24.4	46	1025.4	0.500	3.92	15.00	0	52
6796.0	   6542	 34	11.90	52.98	1.00	1.919	0.678	2.00	3566	3.31	1.19	359	24.4	46	1025.4	0.500	3.93	14.64	0	52
6797.0	   6425	 35	12.06	55.20	1.07	1.945	0.711	0.00	268	-2.56	-0.94	360	24.4	46	1025.4	0.500	3.92	14.76	0	52
6798.0	   5839	 38	12.10	60.39	1.28	1.952	0.788	1.99	3566	3.99	1.50	360	24.4	46	1025.5	0.500	3.92	14.76	0	52
6799.0	   5014	 47	13.04	79.29	2.08	2.104	1.036	0.00	268	-3.00	-1.12	360	24.4	46	1025.5	0.500	3.92	14.76	0	52
6800.0	   5642	 46	14.22	84.15	2.15	2.294	1.102	2.02	3564	4.12	1.87	360	24.5	46	1025.5	0.500	3.91	14.88	0	52
6801.0	   6926	 38	14.31	71.19	1.51	2.308	0.928	0.00	267	-2.81	-1.06	361	24.5	46	1025.5	0.500	3.92	14.60	0	52
6802.0	   6917	 37	13.99	68.38	1.42	2.257	0.890	1.99	3564	3.74	1.56	360	24.5	46	1025.5	0.499	3.91	15.08	0	52
6803.0	   6581	 38	13.52	66.90	1.41	2.180	0.872	0.00	267	-2.87	-1.06	361	24.5	46	1025.5	0.500	3.92	14.52	0	52
6804.0	   7397	 32	12.94	55.74	1.01	2.088	0.707	2.02	3566	3.25	1.50	360	24.5	46	1025.6	0.500	3.92	15.08	0	52
6805.0	   8246	 29	12.56	47.98	0.77	2.027	0.585	0.00	268	-2.75	-0.81	361	24.5	46	1025.6	0.500	3.92	14.48	0	52
6806.0	   6254	 36	12.26	58.26	1.18	1.977	0.755	2.02	3567	3.68	1.37	361	24.5	46	1025.6	0.500	3.92	15.08	0	52
6807.0	   4790	 45	11.88	69.25	1.74	1.916	0.908	0.00	267	-2.37	-1.06	360	24.5	46	1025.5	0.499	3.92	14.84	0	52
6808.0	   5264	 41	11.68	61.88	1.40	1.885	0.811	2.00	3564	3.18	1.50	361	24.5	46	1025.5	0.500	3.91	14.60	0	52
6809.0	   5417	 38	11.20	55.75	1.18	1.806	0.727	0.00	267	-2.25	-0.81	360	24.4	46	1025.5	0.500	3.92	15.00	0	52
6810.0	   5346	 38	11.08	55.29	1.18	1.787	0.721	1.99	3564	2.75	1.31	360	24.4	46	1025.5	0.500	3.91	14.64	0	52
6811.0	   7684	 28	11.30	41.81	0.64	1.822	0.503	0.00	265	-1.75	-0.94	361	24.4	46	1025.5	0.500	3.92	14.84	0	52
6812.0	   6396	 29	 9.98	38.91	0.63	1.610	0.478	1.99	3564	3.00	1.12	360	24.4	46	1025.5	0.500	3.92	15.00	0	52
6813.0	   4904	 35	 9.42	44.03	0.87	1.520	0.569	0.00	267	-2.12	-0.75	361	24.4	46	1025.4	0.500	3.92	14.76	0	52
6814.0	   4658	 40	10.14	52.78	1.17	1.635	0.691	2.02	3564	2.81	1.75	361	24.4	46	1025.4	0.500	3.92	14.76	0	52
6815.0	   4746	 39	10.17	52.24	1.15	1.640	0.683	0.00	269	-1.93	-0.94	360	24.5	46	1025.4	0.500	3.92	14.52	0	52
6816.0	   6270	 30	10.21	41.34	0.70	1.647	0.515	2.02	3564	2.68	1.25	360	24.5	46	1025.6	0.500	3.91	14.92	0	52
6817.0	   6402	 29	 9.99	38.94	0.64	1.611	0.479	0.00	268	-1.81	-0.75	360	24.5	46	1025.6	0.500	3.92	14.36	0	52
6818.0	   5273	 33	 9.28	40.18	0.73	1.497	0.511	1.98	3564	2.56	0.94	360	24.5	46	1025.6	0.500	3.92	15.08	0	52
6819.0	   4172	 40	 9.10	47.48	1.06	1.468	0.622	0.00	268	-1.62	-0.81	361	24.5	46	1025.5	0.500	3.92	14.80	0	52
6820.0	   3839	 43	 9.16	51.62	1.25	1.477	0.677	1.95	3562	2.68	1.31	360	24.5	46	1025.5	0.500	3.92	14.92	0	52
6821.0	   3843	 43	 9.15	51.48	1.25	1.476	0.675	0.00	268	-1.93	-0.94	361	24.5	46	1025.5	0.500	3.92	14.60	0	52
6822.0	   3551	 46	 8.97	53.15	1.36	1.447	0.696	2.00	3564	2.75	1.06	361	24.5	46	1025.5	0.500	3.91	14.88	0	52
6823.0	   3993	 42	 9.32	51.59	1.23	1.504	0.677	0.00	268	-1.81	-0.87	361	24.5	46	1025.5	0.500	3.92	14.56	0	52
6824.0	   5132	 36	 9.96	46.95	0.94	1.607	0.608	1.99	3560	3.18	1.19	360	24.5	46	1025.5	0.500	3.92	15.04	0	52
6825.0	   4750	 38	 9.72	47.95	1.01	1.568	0.625	0.00	267	-2.06	-0.75	360	24.5	46	1025.4	0.500	3.92	15.00	0	52
6826.0	   5276	 34	 9.82	44.60	0.86	1.584	0.573	1.96	3563	2.75	1.25	360	24.5	46	1025.4	0.500	3.92	14.88	0	52
6827.0	   5741	 32	10.05	43.33	0.79	1.622	0.550	0.00	267	-2.00	-0.69	360	24.4	46	1025.4	0.500	3.92	14.96	0	52
6828.0	   5396	 34	10.08	45.95	0.89	1.626	0.591	2.00	3563	2.75	1.19	360	24.4	46	1025.5	0.500	3.91	14.56	0	52
6829.0	   4142	 41	 9.27	49.41	1.13	1.495	0.648	0.00	268	-1.93	-0.81	360	24.4	46	1025.5	0.499	3.92	15.08	0	52
6830.0	   3578	 44	 8.67	49.51	1.22	1.398	0.649	1.95	3566	2.75	1.37	361	24.5	46	1025.5	0.500	3.91	14.52	0	52
6831.0	   5671	 30	 9.13	36.57	0.61	1.472	0.454	0.00	269	-2.12	-1.00	361	24.5	46	1025.5	0.500	3.91	15.08	0	52
6832.0	   5137	 31	 8.62	35.82	0.63	1.391	0.450	2.00	3563	2.50	1.06	361	24.5	46	1025.5	0.500	3.92	14.44	0	52
6833.0	   4066	 40	 8.80	45.59	1.01	1.419	0.597	0.00	271	-2.00	-0.87	360	24.5	46	1025.5	0.500	3.92	14.92	0	52
6834.0	   5626	 33	10.12	44.61	0.83	1.632	0.570	2.02	3563	2.50	1.19	361	24.5	46	1025.5	0.500	3.92	14.56	0	52
6835.0	   5887	 31	 9.86	40.89	0.71	1.591	0.513	0.00	269	-2.00	-0.94	360	24.5	46	1025.5	0.500	3.92	14.72	0	52
6836.0	   4649	 36	 9.10	43.22	0.87	1.468	0.560	2.01	3564	2.93	1.00	360	24.4	45	1025.5	0.500	3.92	14.88	0	52
6837.0	   4572	 39	 9.77	50.09	1.10	1.576	0.655	0.00	271	-1.93	-0.69	360	24.4	45	1025.6	0.500	3.92	14.36	0	52
6838.0	   5453	 35	10.37	48.04	0.94	1.673	0.620	1.99	3560	3.12	1.25	360	24.4	45	1025.6	0.500	3.92	15.00	0	52
6839.0	   6023	 32	10.41	44.33	0.80	1.678	0.561	0.00	268	-2.00	-0.75	361	24.5	45	1025.6	0.500	3.92	14.64	0	52
6840.0	   6087	 30	 9.93	40.25	0.68	1.602	0.502	1.98	3564	3.00	1.25	361	24.5	45	1025.4	0.500	3.92	15.08	0	52
6841.0	   5487	 33	 9.81	43.08	0.80	1.583	0.549	0.00	269	-1.93	-0.50	361	24.5	45	1025.4	0.500	3.92	14.48	0	52
6842.0	   5071	 36	 9.87	46.63	0.93	1.592	0.604	2.02	3564	2.93	1.19	360	24.5	45	1025.4	0.501	3.92	14.60	0	52
6843.0	   5169	 35	 9.71	44.51	0.86	1.567	0.573	0.00	268	-2.12	-0.81	360	24.5	45	1025.5	0.500	3.92	14.84	0	52
