"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin17.1","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"9132",0,"220054000c504e5354303420",1689579254,"51.922611","4.48069","2.64",7.78,9.65,94,13,9,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,11,634,24.71,44.31,1,19.3,57.7,"na","na",281,278,311,272,24,2023-07-17 09:34:14,14.1949308928572,24.71,44.31,10.3405958476224
"9133",0,"220054000c504e5354303420",1689579259,"51.922611","4.480684","2.49",9.36,15.51,98,16,6,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,5,634,24.7,44.4,1,19.3,57.7,"na","na",280,278,311,272,47,2023-07-17 09:34:19,16.276375,24.7,44.4,10.2639819857897
"9134",0,"220054000c504e5354303420",1689579264,"51.922611","4.480682","2.37",5.91,16.64,101,18,12,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,12,634,24.72,44.42,1,19.3,57.6,"na","na",281,278,313,273,21,2023-07-17 09:34:24,11.3328320833333,24.72,44.42,14.4254029965308
"9135",0,"220054000c504e5354303420",1689579269,"51.922607","4.480678","1.65",5.9,11.65,74,11,8,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,8,634,24.74,44.49,1,19.3,57.5,"na","na",282,278,310,270,27,2023-07-17 09:34:29,11.46058625,24.74,44.49,9.94221751576052
"9137",0,"220054000c504e5354303420",1689579274,"51.9226","4.480661","2.09",4.8,14.87,91,24,8,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,13,633,24.72,44.41,1,19.3,57.5,"na","na",281,278,313,272,22,2023-07-17 09:34:34,10.4394266666667,24.72,44.41,14.3992363298642
"9138",0,"220054000c504e5354303420",1689579279,"51.922596","4.480651","2.25",6.91,8.88,98,15,11,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,12,634,24.74,44.43,1,19.3,57.8,"na","na",281,278,311,273,22,2023-07-17 09:34:39,13.0717454647436,24.74,44.43,10.4809381365834
"9139",0,"220054000c504e5354303420",1689579284,"51.922596","4.480646","1.86",8.01,31.8,111,24,5,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,10,634,24.71,44.4,1,19.3,57.6,"na","na",280,278,311,273,31,2023-07-17 09:34:44,14.5907026190476,24.71,44.4,10.4204411127739
"9140",0,"220054000c504e5354303420",1689579288,"51.922596","4.480639","1.68",5.59,8.52,84,19,8,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,10,634,24.72,44.48,1,19.3,57.5,"na","na",282,278,310,272,26,2023-07-17 09:34:48,10.71583,24.72,44.48,9.58794370623672
"9141",0,"220054000c504e5354303420",1689579294,"51.922596","4.480633","1.7",4.95,5.87,69,14,8,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,7,634,24.74,44.47,1,19.3,57.6,"na","na",280,278,310,272,28,2023-07-17 09:34:54,10.7837395833333,24.74,44.47,9.95388001576052
"9142",0,"220054000c504e5354303420",1689579298,"51.922596","4.480637","1.48",5.23,7.98,73,14,7,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,10,634,24.72,44.48,1,19.3,57.6,"na","na",281,278,310,272,24,2023-07-17 09:34:58,10.7339854166667,24.72,44.48,9.58794370623672
"9144",0,"220054000c504e5354303420",1689579304,"51.922592","4.480644","1.24",3.96,5.72,54,16,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,6,633,24.72,44.44,1,19.3,57.8,"na","na",284,278,311,270,22,2023-07-17 09:35:04,10.6611129166667,24.72,44.44,10.0451684937263
"9145",0,"220054000c504e5354303420",1689579309,"51.922588","4.480653","1.64",4.28,15.27,73,21,8,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,8,634,24.72,44.47,1,19.3,58,"na","na",280,278,310,273,23,2023-07-17 09:35:09,9.95916208333335,24.72,44.47,9.59238120623672
"9146",0,"220054000c504e5354303420",1689579313,"51.922585","4.480655","1.59",5.41,11.58,75,11,8,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,8,634,24.72,44.61,1,19.3,57.9,"na","na",281,278,314,273,24,2023-07-17 09:35:13,10.6747195833333,24.72,44.61,16.5850438674638
"9147",0,"220054000c504e5354303420",1689579319,"51.922588","4.480659","1.62",3.31,3.51,77,15,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,6,634,24.72,44.64,1,19.3,58,"na","na",283,278,314,274,27,2023-07-17 09:35:19,9.64931166666668,24.72,44.64,16.5958080341304
"9148",0,"220054000c504e5354303420",1689579323,"51.922592","4.480669","2.19",3.18,3.27,112,31,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,7,634,24.72,44.64,1,19.3,58.1,"na","na",283,278,312,276,18,2023-07-17 09:35:23,9.88089333333335,24.72,44.64,13.324564940172
"9149",0,"220054000c504e5354303420",1689579329,"51.922596","4.480683","1.62",4.35,6.04,103,19,7,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,7,633,24.77,44.76,1,19.3,58.1,"na","na",282,278,313,275,20,2023-07-17 09:35:29,10.2111533333333,24.77,44.76,15.3628047240102
"9151",0,"220054000c504e5354303420",1689579334,"51.9226","4.480694","2.37",12.83,25.86,115,15,10,5,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,10,633,24.74,44.75,1,19.3,58.3,"na","na",281,278,314,273,25,2023-07-17 09:35:34,16.8019557142857,24.74,44.75,17.5577657722257
"9152",0,"220054000c504e5354303420",1689579339,"51.9226","4.48071","1.62",6.1,25.19,98,21,2,2,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,11,634,24.75,44.84,1,19.3,57.9,"na","na",282,278,313,274,21,2023-07-17 09:35:39,11.4588422802198,24.75,44.84,15.4204922240102
"9153",0,"220054000c504e5354303420",1689579344,"51.922604","4.480727","1.47",3.88,5.25,79,17,9,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,634,24.75,44.78,1,19.3,57.8,"na","na",280,278,313,277,33,2023-07-17 09:35:44,9.87114666666666,24.75,44.78,15.4111130573435
"9154",0,"220054000c504e5354303420",1689579349,"51.922611","4.480752","1.77",6.29,17.35,81,23,8,2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,9,633,24.72,44.57,1,19.3,57.6,"na","na",282,278,317,279,28,2023-07-17 09:35:49,11.8261558333333,24.72,44.57,17.6020607310039
"9155",0,"220054000c504e5354303420",1689579354,"51.922607","4.480758","1.91",9.36,33.94,81,20,6,1,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,12,634,24.75,44.49,1,19.3,57.5,"na","na",280,278,315,280,27,2023-07-17 09:35:54,16.452425,24.75,44.49,17.6841506285384
"9156",0,"220054000c504e5354303420",1689579359,"51.922611","4.480756","1.64",4.82,15.78,91,14,5,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,11,633,24.75,44.34,1,19.3,57.5,"na","na",281,278,316,279,33,2023-07-17 09:35:59,10.4901604166667,24.75,44.34,18.2658581626986
"9158",0,"220054000c504e5354303420",1689579364,"51.922615","4.480754","1.64",4.63,6.35,77,17,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,8,634,24.75,44.24,1,19.3,57.5,"na","na",280,278,318,279,25,2023-07-17 09:36:04,10.33889875,24.75,44.24,19.4347933759365
"9159",0,"220054000c504e5354303420",1689579369,"51.922619","4.480751","1.9",4.24,4.89,107,14,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,9,633,24.74,44.21,1,19.3,57.5,"na","na",281,278,316,279,59,2023-07-17 09:36:09,9.51036374999998,24.74,44.21,18.0782526071431
"9160",0,"220054000c504e5354303420",1689579374,"51.922623","4.48074","1.66",7.98,49.25,68,16,7,2,2,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,10,633,24.75,44.21,1,19.3,57.5,"na","na",282,278,318,281,21,2023-07-17 09:36:14,14.6899872619048,24.75,44.21,19.4248475426031
"9161",0,"220054000c504e5354303420",1689579379,"51.922626","4.480733","2.18",8.57,23.63,103,17,15,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,11,633,24.74,44.23,1,19.3,57.6,"na","na",280,278,314,281,24,2023-07-17 09:36:19,15.9828793452381,24.74,44.23,17.2133048519955
"9162",0,"220054000c504e5354303420",1689579384,"51.92263","4.480732","2.36",7.84,11.14,111,26,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,11,633,24.74,44.18,1,19.3,57.6,"na","na",281,278,316,282,25,2023-07-17 09:36:24,14.5504641369048,24.74,44.18,18.1033484404764
"9163",0,"220054000c504e5354303420",1689579389,"51.922634","4.48073","1.84",7.5,20.85,97,15,8,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,6,634,24.74,44.23,1,19.3,57.7,"na","na",282,278,314,283,65,2023-07-17 09:36:29,14.1402871016484,24.74,44.23,17.2133048519955
"9165",0,"220054000c504e5354303420",1689579394,"51.922638","4.480722","2.37",6.83,8.41,85,30,11,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,9,634,24.72,44.3,1,19.3,57.7,"na","na",282,278,319,282,21,2023-07-17 09:36:34,12.6370612797619,24.72,44.3,18.0477146249393
"9166",0,"220054000c504e5354303420",1689579399,"51.922642","4.480707","1.68",3.33,7.31,100,16,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,7,634,24.75,44.33,1,19.3,57.7,"na","na",282,278,317,283,23,2023-07-17 09:36:39,9.60330166666665,24.75,44.33,19.1905393024324
"9167",0,"220054000c504e5354303420",1689579404,"51.922646","4.480696","1.79",5.03,16.24,88,16,11,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,8,634,24.75,44.34,1,19.3,57.7,"na","na",280,278,317,284,20,2023-07-17 09:36:44,10.7241570833333,24.75,44.34,19.1860059690991
"9168",0,"220054000c504e5354303420",1689579409,"51.922646","4.480697","2.09",8.23,10.93,83,12,7,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,11,633,24.72,44.37,1,19.3,57.6,"na","na",281,278,315,279,24,2023-07-17 09:36:49,15.2167565674603,24.72,44.37,16.3028065809194
"9169",0,"220054000c504e5354303420",1689579414,"51.922646","4.480697","2.29",7.29,12.66,126,20,12,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,10,634,24.72,44.27,1,19.3,57.7,"na","na",279,278,314,281,60,2023-07-17 09:36:54,13.1665405402931,24.72,44.27,16.2625375110032
"9170",0,"220054000c504e5354303420",1689579419,"51.922649","4.480708","1.83",4.58,14.28,131,18,7,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,9,634,24.74,44.3,1,19.3,57.7,"na","na",283,278,317,281,28,2023-07-17 09:36:59,10.1162766666667,24.74,44.3,19.0083559690991
"9172",0,"220054000c504e5354303420",1689579424,"51.922653","4.480709","1.81",5.58,7.35,99,26,8,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,10,634,24.72,44.26,1,19.3,57.7,"na","na",283,278,313,279,26,2023-07-17 09:37:04,10.672805,24.72,44.26,14.4286090381975
"9173",0,"220054000c504e5354303420",1689579429,"51.922657","4.480713","1.76",5.45,32.09,88,17,8,7,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,11,633,24.75,44.37,1,19.3,57.9,"na","na",282,278,315,277,31,2023-07-17 09:37:09,10.878015,24.75,44.37,17.7928631285384
"9174",0,"220054000c504e5354303420",1689579434,"51.922653","4.480711","1.93",5.68,12.39,120,18,11,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,9,634,24.72,44.46,1,19.3,58,"na","na",281,278,313,277,30,2023-07-17 09:37:14,10.9240991666667,24.72,44.46,14.4151077584356
"9175",0,"220054000c504e5354303420",1689579439,"51.922653","4.480723","1.47",4.62,24.24,88,17,6,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,9,633,24.72,44.58,1,19.3,58.1,"na","na",282,278,311,271,24,2023-07-17 09:37:19,10.12184375,24.72,44.58,9.93301432705959
"9176",0,"220054000c504e5354303420",1689579444,"51.922657","4.480741","2.35",10.27,15.12,106,27,7,4,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,5,633,24.72,44.68,1,19.3,58.1,"na","na",282,278,309,272,22,2023-07-17 09:37:24,17.0538209523809,24.72,44.68,9.43602249931347
"9177",0,"220054000c504e5354303420",1689579449,"51.922657","4.480751","2.14",9.14,28.63,107,23,9,2,5,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,11,633,24.75,44.75,1,19.3,58.2,"na","na",284,278,309,273,23,2023-07-17 09:37:29,16.5458951984127,24.75,44.75,9.93960847098249
"9179",0,"220054000c504e5354303420",1689579454,"51.922657","4.480744","1.87",5.57,22.92,107,21,7,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,7,633,24.72,44.84,1,19.3,58.3,"na","na",283,278,311,271,22,2023-07-17 09:37:34,10.2665833333333,24.72,44.84,10.0512602524666
"9180",0,"220054000c504e5354303420",1689579459,"51.922653","4.480733","1.92",6.5,8.62,89,19,8,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,8,633,24.74,44.86,1,19.3,58.4,"na","na",282,278,310,273,21,2023-07-17 09:37:39,11.9449043635531,24.74,44.86,9.815767239997
"9181",0,"220054000c504e5354303420",1689579464,"51.922649","4.480717","2",6.95,10.63,118,31,6,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,12,633,24.74,44.9,1,19.3,58.6,"na","na",283,278,307,267,24,2023-07-17 09:37:44,13.1374714468865,24.74,44.9,9.63721001832466
"9182",0,"220054000c504e5354303420",1689579469,"51.922646","4.480705","1.94",7.76,21.74,102,25,12,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,7,633,24.74,45.05,1,19.3,58.6,"na","na",283,278,310,273,34,2023-07-17 09:37:49,14.3259411011905,24.74,45.05,9.63685190778457
"9183",0,"220054000c504e5354303420",1689579473,"51.922649","4.480707","5.84",9.6,26.76,698,84,6,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,25,634,24.74,45.14,1,19.3,58.9,"na","na",282,278,309,270,38,2023-07-17 09:37:53,16.9225602976191,24.74,45.14,9.6304902278898
"9184",0,"220054000c504e5354303420",1689579479,"51.922653","4.480706","8.25",12.4,17.73,939,90,13,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,42,634,24.72,45.18,1,19.3,58.2,"na","na",282,278,311,267,33,2023-07-17 09:37:59,16.8058608928572,24.72,45.18,10.01663455745
"9186",0,"220054000c504e5354303420",1689579484,"51.922646","4.480691","1.62",2.16,2.2,114,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,10,634,24.77,45.08,1,19.3,58,"na","na",281,278,311,273,21,2023-07-17 09:38:04,10.3223554166667,24.77,45.08,10.5812220434444
"9187",0,"220054000c504e5354303420",1689579489,"51.922638","4.480669","1.55",5.25,7.96,85,15,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,13,633,24.77,44.71,1,19.3,58,"na","na",280,278,312,273,24,2023-07-17 09:38:09,10.7026166666666,24.77,44.71,14.0085608480513
"9188",0,"220054000c504e5354303420",1689579494,"51.922634","4.480665","1.88",7.51,20.95,86,20,5,2,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,7,633,24.75,44.62,1,19.3,57.9,"na","na",282,278,313,276,23,2023-07-17 09:38:14,14.3411215659341,24.75,44.62,15.451400990244
"9189",0,"220054000c504e5354303420",1689579499,"51.922634","4.480658","2.34",7.89,27.82,99,22,12,3,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,8,633,24.75,44.55,1,19.3,57.9,"na","na",282,278,315,277,21,2023-07-17 09:38:19,14.6953484424603,24.75,44.55,17.8222233409567
"9190",0,"220054000c504e5354303420",1689579504,"51.922634","4.480656","2.29",8.39,39.75,111,25,11,2,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,11,634,24.74,44.56,1,19.3,57.9,"na","na",281,278,315,278,19,2023-07-17 09:38:24,15.5125370833334,24.74,44.56,17.6030906028615
"9191",0,"220054000c504e5354303420",1689579509,"51.922634","4.480651","1.95",6.85,27.24,73,19,6,3,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,11,634,24.75,44.55,1,19.3,57.8,"na","na",283,278,316,276,22,2023-07-17 09:38:29,13.0645251671246,24.75,44.55,18.1010308757312
"9193",0,"220054000c504e5354303420",1689579514,"51.922634","4.480647","2.36",7.51,9.8,81,20,8,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,8,633,24.74,44.56,1,19.3,57.8,"na","na",283,278,314,280,34,2023-07-17 09:38:34,14.2220606135531,24.74,44.56,17.4273093436542
"9194",0,"220054000c504e5354303420",1689579519,"51.922634","4.480643","1.85",8.33,34.32,83,19,7,0,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,9,633,24.75,44.48,1,19.3,57.7,"na","na",281,278,315,274,26,2023-07-17 09:38:39,15.470261875,24.75,44.48,17.7047631285384
"9195",0,"220054000c504e5354303420",1689579524,"51.92263","4.480631","1.91",3.98,4.42,90,20,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,13,634,24.74,44.41,1,19.3,57.8,"na","na",282,278,315,278,16,2023-07-17 09:38:44,10.3803504166667,24.74,44.41,17.4396845571099
"9196",0,"220054000c504e5354303420",1689579529,"51.922626","4.480627","2.09",4.45,4.92,106,17,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,8,634,24.74,44.4,1,19.3,57.8,"na","na",281,278,315,279,18,2023-07-17 09:38:49,10.11874125,24.74,44.4,17.5511595571099
"9197",0,"220054000c504e5354303420",1689579533,"51.922623","4.480625","2.01",4.95,18.54,91,25,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,10,634,24.75,44.48,1,19.3,57.8,"na","na",278,278,315,281,25,2023-07-17 09:38:53,10.8206554166667,24.75,44.48,17.7047631285384
"9198",0,"220054000c504e5354303420",1689579538,"51.922619","4.480613","2.07",8.29,19,91,19,9,3,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,9,633,24.74,44.5,1,19.3,57.9,"na","na",282,278,313,276,28,2023-07-17 09:38:58,15.4139935416667,24.74,44.5,15.0377774012927
"9200",0,"220054000c504e5354303420",1689579543,"51.922619","4.480594","0.96",2.62,6.24,61,8,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,7,634,24.75,44.53,1,19.3,58,"na","na",284,278,314,279,21,2023-07-17 09:39:03,9.59558541666666,24.75,44.53,17.4377176769876
"9201",0,"220054000c504e5354303420",1689579549,"51.922619","4.480587","1.42",6.07,9.66,63,12,7,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,5,634,24.72,44.59,1,19.3,58.6,"na","na",283,278,314,277,21,2023-07-17 09:39:09,11.2524068452381,24.72,44.59,16.6058522007971
"9202",0,"220054000c504e5354303420",1689579554,"51.922615","4.480587","1.78",4.42,6.17,66,16,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,8,633,24.75,45,1,19.3,58.7,"na","na",285,278,313,276,21,2023-07-17 09:39:14,10.63911125,24.75,45,14.9714297240102
"9203",0,"220054000c504e5354303420",1689579559,"51.922615","4.480585","1.84",6.43,12.91,57,14,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,7,633,24.72,45.11,1,19.3,58.8,"na","na",282,278,310,274,29,2023-07-17 09:39:19,11.8555763095238,24.72,45.11,9.32554059826077
"9204",0,"220054000c504e5354303420",1689579563,"51.922611","4.480587","2.49",8.39,11.53,71,16,9,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,10,633,24.72,45.28,1,19.3,58.9,"na","na",282,278,312,274,27,2023-07-17 09:39:23,14.909365,24.72,45.28,13.4696408177204
"9205",0,"220054000c504e5354303420",1689579569,"51.922607","4.480589","1.56",4.9,5.86,68,6,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,7,633,24.74,45.31,1,19.3,59,"na","na",283,278,310,276,24,2023-07-17 09:39:29,10.69471125,24.74,45.31,9.45339852783119
"9207",0,"220054000c504e5354303420",1689579574,"51.922607","4.480596","2.37",6.36,11.97,94,21,6,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,13,634,24.75,45.4,1,19.3,59,"na","na",282,278,311,271,25,2023-07-17 09:39:34,11.7000671503497,24.75,45.4,10.2978193235417
"9208",0,"220054000c504e5354303420",1689579579,"51.922604","4.480608","3.36",11.02,18.32,119,26,8,4,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,15,634,24.72,45.44,1,19.3,58.9,"na","na",281,278,308,271,26,2023-07-17 09:39:39,16.3795458928572,24.72,45.44,8.60077349735142
"9209",0,"220054000c504e5354303420",1689579584,"51.922604","4.480618","2.43",7.53,13.99,116,18,6,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,9,634,24.75,45.39,1,19.3,58.8,"na","na",281,278,307,268,22,2023-07-17 09:39:44,13.2721110897436,24.75,45.39,9.09763991759205
"9210",0,"220054000c504e5354303420",1689579589,"51.922604","4.480624","2.41",5.78,6.56,108,21,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,8,634,24.75,45.28,1,19.3,58.7,"na","na",282,278,309,269,18,2023-07-17 09:39:49,11.45508375,24.75,45.28,9.54952242057456
"9211",0,"220054000c504e5354303420",1689579594,"51.922604","4.480634","1.82",5.57,6.83,94,18,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,10,634,24.74,45.22,1,19.3,58.8,"na","na",283,278,308,268,31,2023-07-17 09:39:54,10.8930875,24.74,45.22,9.74401561904933
"9212",0,"220054000c504e5354303420",1689579599,"51.922607","4.480642","1.46",5.68,49.94,79,10,6,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266,8,634,24.72,45.25,1,19.3,58.9,"na","na",281,278,309,271,29,2023-07-17 09:39:59,11.0841558333333,24.72,45.25,9.25033196172606
"9214",0,"220054000c504e5354303420",1689579604,"51.922607","4.48065","1.91",6.65,57.22,70,22,8,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,255,7,633,24.72,45.31,1,19.3,59.2,"na","na",284,278,309,270,20,2023-07-17 09:40:04,12.0297975487013,24.72,45.31,9.23617918394828
"9215",0,"220054000c504e5354303420",1689579609,"51.922604","4.480654","1.97",6.13,8.19,70,13,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,10,634,24.74,45.39,1,19.3,59.4,"na","na",285,278,311,272,24,2023-07-17 09:40:09,11.3978734003496,24.74,45.39,10.2088968970711
"9216",0,"220054000c504e5354303420",1689579614,"51.922604","4.48067","3.01",9.18,15.05,108,28,12,8,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,12,633,24.72,45.57,1,19.3,59.3,"na","na",284,278,310,271,27,2023-07-17 09:40:14,15.3450070337302,24.72,45.57,8.91440814633769
"9217",0,"220054000c504e5354303420",1689579619,"51.922596","4.480661","2.3",9.04,40.01,125,29,10,2,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,14,633,24.72,45.62,1,19.3,59.4,"na","na",283,278,310,271,34,2023-07-17 09:40:19,15.1343445039683,24.72,45.62,9.11551001583915
"9218",0,"220054000c504e5354303420",1689579624,"51.922592","4.480651","2.21",7.47,16.53,115,25,9,4,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,7,634,24.75,45.62,1,19.3,59.4,"na","na",282,278,311,272,23,2023-07-17 09:40:24,12.696384720696,24.75,45.62,10.4293837505814
"9219",0,"220054000c504e5354303420",1689579628,"51.922585","4.480643","1.71",5.39,9.93,109,32,7,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,10,633,24.74,45.69,1,19.3,59.3,"na","na",282,278,313,273,29,2023-07-17 09:40:28,10.7415277380952,24.74,45.69,14.2404318637545
"9221",0,"220054000c504e5354303420",1689579633,"51.922581","4.480631","1.73",6.47,8.53,103,22,4,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,15,633,24.75,45.65,1,19.3,59.1,"na","na",283,278,313,274,27,2023-07-17 09:40:33,11.9252754945055,24.75,45.65,14.1705893417016
"9222",0,"220054000c504e5354303420",1689579638,"51.922577","4.480629","1.46",5.2,10.38,83,13,10,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,9,634,24.78,45.6,1,19.3,58.7,"na","na",280,278,310,274,26,2023-07-17 09:40:38,10.8866406547619,24.78,45.6,9.53335149128375
"9223",0,"220054000c504e5354303420",1689579643,"51.922573","4.480639","2.31",7.6,9.31,95,25,12,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,7,633,24.75,45.4,1,19.3,58.7,"na","na",281,278,311,273,25,2023-07-17 09:40:43,13.2646706333944,24.75,45.4,10.2978193235417
"9224",0,"220054000c504e5354303420",1689579649,"51.922569","4.480638","1.79",7.56,14.51,89,17,8,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,9,633,24.75,45.16,1,19.3,58.8,"na","na",282,278,317,275,21,2023-07-17 09:40:49,14.0442253952991,24.75,45.16,17.6920593399153
"9225",0,"220054000c504e5354303420",1689579654,"51.922569","4.480646","1.65",7.15,10.01,67,15,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,9,634,24.75,45.16,1,19.3,59,"na","na",284,278,312,274,24,2023-07-17 09:40:54,13.4266514468864,24.75,45.16,14.0279095833845
